Geneid	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	Entity	Symbol
gene-AUO97_RS02675	52	34	10	8	7	6	host	gene-AUO97_RS02675
gene-AUO97_RS12650	0	0	0	0	0	0	host	gene-AUO97_RS12650
gene-AUO97_RS07050	114	128	71	151	33	65	host	gene-AUO97_RS07050
gene-AUO97_RS04385	11800	9915	4601	5602	3627	2629	host	rpsS
gene-AUO97_RS18925	14	12	6	15	4	6	host	gene-AUO97_RS18925_gene_pgaD
gene-AUO97_RS08175	0	0	0	0	0	0	host	gene-AUO97_RS08175
gene-AUO97_RS07770	570	490	185	234	95	70	host	gene-AUO97_RS07770
gene-AUO97_RS00450	26	18	10	14	9	6	host	adeH
gene-AUO97_RS16545	11	7	1	8	1	1	host	adeR
gene-AUO97_RS04310	12171	10143	4833	5966	3497	2599	host	rplO
gene-AUO97_RS02025	32	16	5	14	1	4	host	gene-AUO97_RS02025
gene-AUO97_RS06675	248	278	122	168	50	32	host	mmsB
gene-AUO97_RS04030	32	25	24	19	3	3	host	gene-AUO97_RS04030
gene-AUO97_RS02840	132	87	57	60	12	18	host	gene-AUO97_RS02840
gene-AUO97_RS17650	18	17	4	16	5	5	host	kynU
gene-AUO97_RS13265	1	0	0	0	0	0	host	gene-AUO97_RS13265
gene-AUO97_RS15025	24	15	14	5	4	3	host	gene-AUO97_RS15025
gene-AUO97_RS07265	11	5	7	3	1	3	host	gene-AUO97_RS07265
gene-AUO97_RS02605	278	224	78	89	30	24	host	cysG
gene-AUO97_RS16770	72	42	19	12	14	7	host	gene-AUO97_RS16770
gene-AUO97_RS04770	98	74	28	24	17	15	host	gene-AUO97_RS04770
gene-AUO97_RS02705	11	0	5	2	2	0	host	gene-AUO97_RS02705
gene-AUO97_RS02920	18	11	7	1	1	2	host	gene-AUO97_RS02920
gene-AUO97_RS07875	283	204	57	81	39	30	host	gene-AUO97_RS07875
gene-AUO97_RS02860	835	714	206	246	105	97	host	gene-AUO97_RS02860
gene-AUO97_RS08750	253	165	62	58	38	20	host	hemC
gene-AUO97_RS10720	61	42	29	31	10	6	host	gene-AUO97_RS10720
gene-AUO97_RS18630	3822	3219	2263	2640	1147	818	host	gene-AUO97_RS18630
gene-AUO97_RS14290	8	5	4	8	1	3	host	pobR
gene-AUO97_RS12915	27	16	10	18	4	6	host	gene-AUO97_RS12915
gene-AUO97_RS00180	139	106	25	44	21	13	host	gene-AUO97_RS00180
gene-AUO97_RS06290	3	6	1	0	1	2	host	gene-AUO97_RS06290
gene-AUO97_RS02400	1308	1072	343	441	253	171	host	carA
gene-AUO97_RS14175	1295	1080	322	344	188	127	host	paaB
gene-AUO97_RS19145	144	100	33	41	16	12	host	gene-AUO97_RS19145
gene-AUO97_RS14880	716	550	146	165	106	58	host	glnD
gene-AUO97_RS03585	303	226	90	100	46	32	host	tgt
gene-AUO97_RS14180	2107	1685	505	524	327	203	host	paaC
gene-AUO97_RS15015	65	54	20	30	4	0	host	gene-AUO97_RS15015
gene-AUO97_RS16410	198	132	57	66	21	15	host	gene-AUO97_RS16410
gene-AUO97_RS16650	21	15	7	5	1	0	host	gene-AUO97_RS16650
gene-AUO97_RS12835	0	0	0	0	0	0	host	gene-AUO97_RS12835
gene-AUO97_RS08645	350	292	68	77	53	33	host	gene-AUO97_RS08645
gene-AUO97_RS16820	19	15	5	5	1	5	host	gene-AUO97_RS16820
gene-AUO97_RS11255	473	393	139	160	84	72	host	rluB
gene-AUO97_RS17740	416	308	106	128	47	39	host	ispC
gene-AUO97_RS17895	157	131	54	78	14	30	host	moaA
gene-AUO97_RS15460	0	0	0	0	0	0	host	gene-AUO97_RS15460
gene-AUO97_RS10840	20	33	16	12	4	8	host	gene-AUO97_RS10840
gene-AUO97_RS08315	0	0	0	0	0	0	host	gene-AUO97_RS08315
gene-AUO97_RS01100	106	79	44	43	13	8	host	blp2
gene-AUO97_RS08820	1106	1002	737	928	232	169	host	gene-AUO97_RS08820
gene-AUO97_RS12470	64	54	35	32	11	5	host	gene-AUO97_RS12470
gene-AUO97_RS16560	27	18	5	4	3	2	host	adeT1
gene-AUO97_RS02830	97	68	12	21	6	9	host	gene-AUO97_RS02830
gene-AUO97_RS04045	0	3	1	3	0	0	host	gene-AUO97_RS04045
gene-AUO97_RS19860	0	0	0	0	0	0	host	gene-AUO97_RS19860
gene-AUO97_RS07205	387	310	204	259	22	23	host	gene-AUO97_RS07205
gene-AUO97_RS17535	179	154	57	65	42	19	host	gene-AUO97_RS17535
gene-AUO97_RS09380	726	537	372	472	151	129	host	gene-AUO97_RS09380
gene-AUO97_RS06985	77	58	16	38	15	5	host	ampD
gene-AUO97_RS15170	94	67	37	24	19	10	host	gene-AUO97_RS15170
gene-AUO97_RS08305	0	0	0	0	0	0	host	gene-AUO97_RS08305
gene-AUO97_RS03165	2448	1987	1061	1339	766	552	host	typA
gene-AUO97_RS05345	0	0	0	0	0	0	host	gene-AUO97_RS05345
gene-AUO97_RS04205	372	238	79	115	24	20	host	gene-AUO97_RS04205
gene-AUO97_RS04815	4037	3287	1467	1802	821	626	host	rimM
gene-AUO97_RS07100	327	257	99	124	28	35	host	ribF
gene-AUO97_RS03390	543	437	146	153	71	38	host	gene-AUO97_RS03390
gene-M172_gp53	345	434	2575	4085	27007	25653	phage	gene-M172_gp53
gene-AUO97_RS17365	145	100	32	53	17	16	host	gene-AUO97_RS17365
gene-AUO97_RS12540	335	292	111	133	60	49	host	rnt
gene-AUO97_RS15060	4	2	3	0	1	0	host	gene-AUO97_RS15060
gene-AUO97_RS18840	188	154	48	61	41	28	host	folB
gene-AUO97_RS02080	876	730	357	453	196	142	host	gene-AUO97_RS02080
gene-AUO97_RS01050	62	48	13	13	6	7	host	surE
gene-AUO97_RS12185	528	416	102	120	68	39	host	rubB
gene-AUO97_RS00400	297	218	39	23	35	24	host	yegQ
gene-AUO97_RS12935	29	18	12	12	5	4	host	gene-AUO97_RS12935
gene-AUO97_RS17270	51	37	13	17	7	7	host	gene-AUO97_RS17270
gene-M172_gp38	10759	12960	85317	145264	449426	362407	phage	gene-M172_gp38
gene-AUO97_RS06075	173	118	39	41	13	14	host	gene-AUO97_RS06075
gene-AUO97_RS03600	1109	848	428	465	289	211	host	secF
gene-AUO97_RS12170	4	5	2	5	2	1	host	gene-AUO97_RS12170
gene-AUO97_RS03295	2532	1845	614	703	384	320	host	secA
gene-AUO97_RS13645	225	189	55	58	20	36	host	gene-AUO97_RS13645
gene-AUO97_RS04910	685	547	218	287	104	108	host	gene-AUO97_RS04910
gene-AUO97_RS01585	11993	10447	6009	7359	4259	3116	host	carO
gene-AUO97_RS05870	0	0	0	0	0	0	host	gene-AUO97_RS05870
gene-AUO97_RS13055	0	0	0	0	0	0	host	gene-AUO97_RS13055
gene-AUO97_RS14425	161	108	53	47	23	13	host	gene-AUO97_RS14425
gene-AUO97_RS19910	6334	4544	2735	2653	1458	933	host	gene-AUO97_RS19910
gene-AUO97_RS19510	512	368	251	345	152	107	host	gene-AUO97_RS19510
gene-AUO97_RS17040	6	9	6	2	1	0	host	abaQ
gene-AUO97_RS06590	4	2	0	1	2	0	host	gene-AUO97_RS06590
gene-AUO97_RS12155	36	19	9	11	2	5	host	gene-AUO97_RS12155
gene-AUO97_RS13015	5	2	3	5	0	1	host	gene-AUO97_RS13015
gene-AUO97_RS06570	272	192	87	120	40	19	host	gene-AUO97_RS06570
gene-AUO97_RS06990	121	97	26	37	28	25	host	nadC
gene-AUO97_RS02950	76	61	25	17	13	8	host	gene-AUO97_RS02950
gene-AUO97_RS11900	160	114	110	103	31	21	host	gene-AUO97_RS11900
gene-AUO97_RS15290	936	659	225	242	135	93	host	gene-AUO97_RS15290
gene-AUO97_RS01120	90	73	19	35	24	6	host	pstC
gene-AUO97_RS02445	100	90	32	36	14	14	host	gene-AUO97_RS02445
gene-AUO97_RS03700	0	0	0	0	0	0	host	gene-AUO97_RS03700
gene-AUO97_RS01520	58	41	24	20	7	5	host	gene-AUO97_RS01520
gene-AUO97_RS05860	214	156	113	143	63	39	host	gene-AUO97_RS05860
gene-AUO97_RS14215	602	401	136	130	99	64	host	paaK
gene-AUO97_RS10105	254	215	87	93	51	51	host	gene-AUO97_RS10105
gene-AUO97_RS16970	35	30	10	10	1	4	host	gene-AUO97_RS16970
gene-AUO97_RS08790	608	449	137	145	102	75	host	gspD
gene-AUO97_RS03400	513	453	162	206	74	52	host	baeS
gene-AUO97_RS16835	20	21	6	2	2	2	host	gene-AUO97_RS16835
gene-AUO97_RS18425	3574	2381	831	871	466	297	host	tal
gene-AUO97_RS04890	1983	1505	597	767	279	215	host	gene-AUO97_RS04890_gene_bfr
gene-AUO97_RS14690	1336	1011	392	438	207	134	host	gene-AUO97_RS14690
gene-AUO97_RS11780	1	1	2	1	0	0	host	gene-AUO97_RS11780
gene-AUO97_RS15200	21	10	7	3	2	0	host	gene-AUO97_RS15200
gene-AUO97_RS03310	14	21	9	11	6	1	host	gene-AUO97_RS03310
gene-AUO97_RS10530	133	81	35	34	13	10	host	gene-AUO97_RS10530
gene-AUO97_RS03470	0	0	0	0	0	0	host	gene-AUO97_RS03470
gene-AUO97_RS14615	15	17	3	10	4	2	host	gene-AUO97_RS14615
gene-AUO97_RS13805	50	39	10	12	6	4	host	gene-AUO97_RS13805
gene-AUO97_RS15445	76	65	15	28	16	12	host	gene-AUO97_RS15445
gene-AUO97_RS13070	2	2	0	0	0	0	host	gene-AUO97_RS13070
gene-AUO97_RS15725	2098	1691	575	687	319	255	host	gene-AUO97_RS15725
gene-AUO97_RS17475	470	387	160	187	122	102	host	cydX
gene-AUO97_RS11015	4705	3745	2046	2395	1442	1146	host	nuoN
gene-AUO97_RS15150	811	606	193	236	126	93	host	metK
gene-AUO97_RS12765	0	0	0	0	0	0	host	gene-AUO97_RS12765
gene-AUO97_RS19495	157	101	57	29	19	22	host	gene-AUO97_RS19495
gene-AUO97_RS07455	351	192	81	108	35	36	host	gene-AUO97_RS07455
gene-AUO97_RS13790	1664	1166	617	717	284	224	host	gene-AUO97_RS13790
gene-AUO97_RS15760	86	73	21	22	15	6	host	gene-AUO97_RS15760
gene-AUO97_RS12525	326	209	78	100	53	40	host	gene-AUO97_RS12525
gene-AUO97_RS07210	786	597	239	270	134	111	host	gene-AUO97_RS07210
gene-AUO97_RS13900	29	17	2	2	3	1	host	gene-AUO97_RS13900
gene-AUO97_RS04085	874	601	226	288	148	107	host	rlmJ
gene-AUO97_RS13455	10	4	2	4	4	1	host	benC
gene-AUO97_RS12630	0	0	0	0	0	0	host	gene-AUO97_RS12630
gene-AUO97_RS17645	19	22	10	7	6	3	host	gene-AUO97_RS17645
gene-AUO97_RS06615	24	32	13	12	8	6	host	gene-AUO97_RS06615
gene-AUO97_RS08875	25246	19407	9541	11333	7448	5241	host	rpoC
gene-AUO97_RS10950	57	36	10	20	8	6	host	gene-AUO97_RS10950
gene-AUO97_RS12955	572	392	120	171	81	64	host	gene-AUO97_RS12955
gene-AUO97_RS06475	254	169	62	49	23	25	host	znuC
gene-AUO97_RS04495	174	136	45	47	29	20	host	gene-AUO97_RS04495
gene-AUO97_RS03315	439	364	113	153	75	46	host	gene-AUO97_RS03315
gene-AUO97_RS09135	291	234	58	55	49	23	host	gene-AUO97_RS09135
gene-AUO97_RS11215	376	271	116	115	86	36	host	gene-AUO97_RS11215
gene-AUO97_RS09320	196	125	73	77	54	38	host	murI
gene-AUO97_RS07015	93	82	26	38	7	6	host	gene-AUO97_RS07015
gene-AUO97_RS17920	37	28	12	8	9	9	host	nirB
gene-AUO97_RS07090	32	21	13	13	4	1	host	gene-AUO97_RS07090
gene-AUO97_RS00865	16	13	4	9	4	8	host	gene-AUO97_RS00865
gene-AUO97_RS18075	1	0	2	4	2	2	host	gene-AUO97_RS18075
gene-M172_gp14	107772	125751	161250	189188	96597	66029	phage	gene-M172_gp14
gene-AUO97_RS09300	75	38	27	28	19	11	host	tusA
gene-AUO97_RS18695	278	204	67	80	48	27	host	mutL
gene-AUO97_RS15245	443	314	120	146	80	49	host	sstT
gene-AUO97_RS15030	79	45	30	43	12	8	host	gene-AUO97_RS15030
gene-AUO97_RS04810	2737	2137	940	1157	539	410	host	trmD
gene-AUO97_RS03965	449	346	113	153	82	43	host	rsmA
gene-AUO97_RS12435	379	297	182	238	93	75	host	gene-AUO97_RS12435
gene-AUO97_RS17715	1020	818	403	441	250	184	host	fabZ
gene-AUO97_RS08575	39	25	21	19	10	2	host	gene-AUO97_RS08575
gene-AUO97_RS11365	395	315	210	253	133	90	host	gene-AUO97_RS11365
gene-M172_gp43	11860	14086	95757	149493	516592	424398	phage	gene-M172_gp43
gene-AUO97_RS09530	13	8	6	9	1	2	host	gene-AUO97_RS09530
gene-AUO97_RS14550	19	18	11	4	8	3	host	gene-AUO97_RS14550
gene-AUO97_RS04670	441	360	88	104	75	52	host	astA
gene-AUO97_RS18220	10	5	2	2	1	3	host	gene-AUO97_RS18220
gene-AUO97_RS18095	4	3	0	2	5	1	host	gene-AUO97_RS18095
gene-AUO97_RS10930	7085	4892	1600	1780	1313	855	host	gene-AUO97_RS10930
gene-AUO97_RS07005	39	27	12	35	2	9	host	gene-AUO97_RS07005
gene-AUO97_RS12090	78	66	10	22	6	10	host	gene-AUO97_RS12090
gene-AUO97_RS13100	0	0	0	0	0	0	host	gene-AUO97_RS13100
gene-AUO97_RS06200	746	624	160	197	67	44	host	ppa
gene-AUO97_RS01095	10	7	2	1	1	1	host	gene-AUO97_RS01095
gene-AUO97_RS05670	119	79	37	56	28	16	host	gene-AUO97_RS05670
gene-AUO97_RS08590	2306	1865	625	697	389	309	host	gene-AUO97_RS08590
gene-AUO97_RS08690	186	175	29	49	13	5	host	cpdA
gene-AUO97_RS09880	1323	885	352	419	224	158	host	gene-AUO97_RS09880
gene-AUO97_RS07085	118	116	27	50	24	20	host	gene-AUO97_RS07085
gene-AUO97_RS00375	63	51	14	27	13	9	host	gene-AUO97_RS00375
gene-AUO97_RS15365	210	191	66	65	26	19	host	gene-AUO97_RS15365
gene-AUO97_RS14450	18185	13448	4035	4276	2923	1984	host	katE
gene-AUO97_RS06810	158	109	46	58	21	22	host	gene-AUO97_RS06810
gene-AUO97_RS00900	0	0	0	0	0	0	host	gene-AUO97_RS00900
gene-AUO97_RS16280	129	88	39	43	22	18	host	gene-AUO97_RS16280
gene-AUO97_RS12815	0	0	0	0	0	0	host	gene-AUO97_RS12815
gene-AUO97_RS15235	56	51	8	9	5	0	host	gene-AUO97_RS15235
gene-AUO97_RS10590	1768	1533	544	772	247	219	host	raiA
gene-AUO97_RS07170	872	741	304	380	170	146	host	gene-AUO97_RS07170
gene-AUO97_RS10100	155	123	54	76	44	29	host	gene-AUO97_RS10100
gene-AUO97_RS13040	0	0	0	0	0	0	host	gene-AUO97_RS13040
gene-AUO97_RS17615	438	304	270	307	216	194	host	gene-AUO97_RS17615
gene-AUO97_RS17870	264	151	94	110	58	39	host	gene-AUO97_RS17870
gene-AUO97_RS12235	655	591	290	318	184	118	host	gene-AUO97_RS12235
gene-AUO97_RS03775	0	0	0	0	0	0	host	gene-AUO97_RS03775
gene-AUO97_RS07065	28	22	6	14	5	0	host	gene-AUO97_RS07065
gene-AUO97_RS01545	128	92	42	26	17	12	host	mltG
gene-AUO97_RS04635	404	273	67	71	37	25	host	gene-AUO97_RS04635
gene-AUO97_RS01515	0	0	0	0	0	0	host	gene-AUO97_RS01515
gene-AUO97_RS06210	44	26	15	27	5	6	host	gene-AUO97_RS06210
gene-AUO97_RS10675	39	32	8	9	4	6	host	gene-AUO97_RS10675
gene-AUO97_RS13875	135	99	22	43	20	20	host	gene-AUO97_RS13875
gene-AUO97_RS13945	0	0	0	0	0	0	host	gene-AUO97_RS13945
gene-AUO97_RS17885	84	67	27	24	12	10	host	gene-AUO97_RS17885
gene-AUO97_RS11115	39	29	14	10	8	5	host	gene-AUO97_RS11115
gene-AUO97_RS18755	73	61	23	24	16	7	host	gene-AUO97_RS18755
gene-AUO97_RS15540	4	1	0	1	0	0	host	gene-AUO97_RS15540
gene-AUO97_RS03875	0	0	0	2	0	0	host	gene-AUO97_RS03875
gene-AUO97_RS00780	7	8	9	3	2	1	host	basI
gene-AUO97_RS12145	61	50	18	25	13	5	host	gene-AUO97_RS12145
gene-AUO97_RS02955	184	127	35	60	19	15	host	gene-AUO97_RS02955
gene-AUO97_RS04240	415	326	138	185	82	79	host	gene-AUO97_RS04240
gene-AUO97_RS00130	3239	2798	1403	1786	839	650	host	gene-AUO97_RS00130
gene-AUO97_RS01225	349	263	98	120	48	47	host	gene-AUO97_RS01225
gene-AUO97_RS02940	146	76	25	31	14	14	host	gene-AUO97_RS02940
gene-AUO97_RS17015	89	62	53	59	15	19	host	gene-AUO97_RS17015
gene-AUO97_RS11020	396	323	149	176	65	51	host	upp
gene-AUO97_RS09810	13	8	5	4	2	2	host	gene-AUO97_RS09810
gene-AUO97_RS01850	302	259	60	68	43	31	host	ruvB
gene-AUO97_RS05175	23	13	2	7	2	1	host	gene-AUO97_RS05175
gene-AUO97_RS07325	823	600	212	278	121	106	host	dnaA
gene-AUO97_RS16675	22	14	4	2	4	2	host	gene-AUO97_RS16675
gene-AUO97_RS16055	10	6	0	0	0	0	host	gene-AUO97_RS16055
gene-AUO97_RS12485	148	102	43	35	17	17	host	nudC
gene-AUO97_RS18355	82	38	20	19	13	2	host	gene-AUO97_RS18355
gene-AUO97_RS12020	164	110	29	42	34	24	host	gene-AUO97_RS12020
gene-AUO97_RS16025	61	41	12	13	6	8	host	cobT
gene-AUO97_RS05120	0	1	0	0	0	0	host	gene-AUO97_RS05120
gene-M172_gp50	1130	1463	8753	13459	87880	75420	phage	gene-M172_gp50
gene-AUO97_RS03860	380	339	118	136	72	41	host	trxC
gene-AUO97_RS00930	0	0	0	0	0	0	host	gene-AUO97_RS00930
gene-AUO97_RS03230	6777	5325	2267	2707	1457	1060	host	gene-AUO97_RS03230
gene-AUO97_RS12730	0	0	0	0	0	0	host	gene-AUO97_RS12730
gene-AUO97_RS17410	257	185	56	53	33	17	host	rpiA
gene-AUO97_RS14665	15	8	4	6	1	0	host	madL
gene-AUO97_RS05620	153	93	25	36	23	14	host	gene-AUO97_RS05620
gene-AUO97_RS16880	0	0	0	0	0	0	host	gene-AUO97_RS16880
gene-AUO97_RS07795	893	620	218	249	154	111	host	gene-AUO97_RS07795
gene-AUO97_RS12120	118	92	36	54	30	20	host	gene-AUO97_RS12120
gene-AUO97_RS10630	9	5	4	4	0	0	host	gene-AUO97_RS10630
gene-AUO97_RS14210	518	321	100	85	69	50	host	gene-AUO97_RS14210_gene_pcaF
gene-AUO97_RS18765	8530	6541	2600	3080	1968	1351	host	gene-AUO97_RS18765
gene-AUO97_RS14390	426	406	160	216	83	77	host	gene-AUO97_RS14390
gene-AUO97_RS09670	2834	2199	936	1096	620	454	host	rpmG
gene-AUO97_RS07945	0	0	0	0	0	0	host	feoB
gene-AUO97_RS14300	0	0	0	0	0	0	host	gene-AUO97_RS14300_gene_alr
gene-AUO97_RS02105	22	19	11	11	4	2	host	gene-AUO97_RS02105
gene-AUO97_RS00220	186	137	41	50	20	24	host	gene-AUO97_RS00220
gene-AUO97_RS10690	85	58	15	9	7	4	host	gene-AUO97_RS10690
gene-AUO97_RS13335	111	72	26	14	18	16	host	gene-AUO97_RS13335
gene-AUO97_RS06005	59	37	15	12	9	4	host	gene-AUO97_RS06005
gene-AUO97_RS04985	45	33	13	16	5	0	host	gene-AUO97_RS04985
gene-AUO97_RS11380	227	174	54	67	38	29	host	lolB
gene-AUO97_RS00585	590	393	132	126	83	80	host	gene-AUO97_RS00585
gene-AUO97_RS18370	100	61	20	20	13	5	host	gene-AUO97_RS18370
gene-AUO97_RS01435	0	0	0	0	0	1	host	gene-AUO97_RS01435
gene-AUO97_RS17075	56	44	14	12	12	6	host	catA
gene-AUO97_RS05355	0	0	0	0	0	0	host	gene-AUO97_RS05355
gene-AUO97_RS12195	56	55	64	58	2	6	host	gene-AUO97_RS12195
gene-AUO97_RS14805	8	5	3	4	1	2	host	gene-AUO97_RS14805
gene-AUO97_RS09130	163	126	46	40	32	20	host	gene-AUO97_RS09130
gene-AUO97_RS15520	0	0	0	0	0	0	host	gene-AUO97_RS15520
gene-AUO97_RS02885	1376	1056	450	571	306	198	host	gene-AUO97_RS02885
gene-AUO97_RS11390	384	287	102	131	74	72	host	hemA
gene-AUO97_RS17090	22	11	5	12	4	2	host	gene-AUO97_RS17090_gene_pcaF
gene-AUO97_RS18735	130	101	55	80	27	9	host	gene-AUO97_RS18735
gene-AUO97_RS16990	447	325	209	220	82	59	host	gene-AUO97_RS16990
gene-AUO97_RS05610	188	138	44	63	32	19	host	gene-AUO97_RS05610
gene-AUO97_RS11930	14	11	12	15	2	4	host	gene-AUO97_RS11930
gene-AUO97_RS06860	398	333	101	127	39	45	host	lldR
gene-AUO97_RS10225	111	70	32	36	10	9	host	gene-AUO97_RS10225
gene-AUO97_RS04545	1979	1314	350	322	212	140	host	hemF
gene-AUO97_RS08515	45	38	14	20	6	4	host	gene-AUO97_RS08515
gene-AUO97_RS10125	1976	1474	562	690	450	338	host	leuS
gene-AUO97_RS13315	249	179	68	68	52	17	host	gene-AUO97_RS13315
gene-AUO97_RS10310	153	129	32	53	26	17	host	gene-AUO97_RS10310
gene-AUO97_RS06965	626	454	139	153	98	62	host	gene-AUO97_RS06965
gene-AUO97_RS11075	258	242	147	177	57	40	host	gene-AUO97_RS11075
gene-AUO97_RS17580	63	37	18	19	8	4	host	gene-AUO97_RS17580
gene-AUO97_RS16375	7	7	0	2	1	0	host	gene-AUO97_RS16375
gene-AUO97_RS00940	0	0	0	0	0	0	host	gene-AUO97_RS00940
gene-AUO97_RS03220	232	153	58	91	48	37	host	gene-AUO97_RS03220
gene-AUO97_RS16200	877	659	247	269	107	72	host	gene-AUO97_RS16200
gene-AUO97_RS16910	0	0	0	0	0	0	host	gene-AUO97_RS16910
gene-AUO97_RS02690	92	73	41	44	14	10	host	gene-AUO97_RS02690
gene-AUO97_RS08630	2508	1854	820	1030	430	318	host	pbpG
gene-AUO97_RS17665	209	142	39	68	6	6	host	gene-AUO97_RS17665
gene-AUO97_RS04920	13	10	2	11	0	0	host	gene-AUO97_RS04920
gene-AUO97_RS04110	227	161	55	59	31	23	host	gene-AUO97_RS04110
gene-AUO97_RS00080	16	9	14	8	1	6	host	gene-AUO97_RS00080
gene-AUO97_RS13895	25	27	13	8	6	3	host	uca
gene-AUO97_RS15525	0	0	0	0	0	0	host	gene-AUO97_RS15525
gene-AUO97_RS00205	6234	5808	3113	3759	976	781	host	gene-AUO97_RS00205
gene-AUO97_RS17530	609	516	161	170	66	42	host	gene-AUO97_RS17530
gene-AUO97_RS05710	3907	3014	1055	1287	643	466	host	ftsZ
gene-AUO97_RS02760	37	31	9	12	8	6	host	gene-AUO97_RS02760
gene-AUO97_RS08700	262	180	56	89	33	31	host	thiC
gene-AUO97_RS02345	11	13	9	11	6	7	host	gene-AUO97_RS02345
gene-AUO97_RS15175	38	24	14	23	3	1	host	gene-AUO97_RS15175
gene-AUO97_RS13885	6	3	2	1	0	0	host	gene-AUO97_RS13885
gene-AUO97_RS09090	311	270	92	127	75	31	host	secG
gene-AUO97_RS14455	3389	2330	665	657	274	167	host	gene-AUO97_RS14455
gene-AUO97_RS17440	90	49	28	37	24	14	host	gene-AUO97_RS17440
gene-AUO97_RS09585	176	118	37	52	28	16	host	gene-AUO97_RS09585
gene-AUO97_RS15505	0	0	0	0	0	0	host	gene-AUO97_RS15505
gene-AUO97_RS06840	167	196	83	80	23	26	host	gene-AUO97_RS06840
gene-AUO97_RS04745	55	33	20	21	11	6	host	gene-AUO97_RS04745
gene-AUO97_RS03025	45	55	21	24	13	10	host	gene-AUO97_RS03025
gene-AUO97_RS17115	12	7	0	3	3	0	host	tynA
gene-AUO97_RS07735	68	47	28	28	2	3	host	gene-AUO97_RS07735_gene_murI
gene-AUO97_RS12290	62	46	22	20	6	4	host	ureC
gene-AUO97_RS00345	86	71	37	37	4	5	host	gene-AUO97_RS00345
gene-AUO97_RS09975	24	22	11	9	4	4	host	gene-AUO97_RS09975
gene-AUO97_RS13005	0	0	0	0	0	0	host	gene-AUO97_RS13005
gene-AUO97_RS14160	122	100	28	36	10	7	host	gene-AUO97_RS14160
gene-AUO97_RS01290	791	610	213	242	120	74	host	gene-AUO97_RS01290
gene-AUO97_RS06505	265	176	63	81	32	36	host	gene-AUO97_RS06505
gene-AUO97_RS09755	76	65	26	50	24	17	host	gene-AUO97_RS09755
gene-AUO97_RS10830	39	30	4	5	8	6	host	gene-AUO97_RS10830
gene-AUO97_RS17480	570	457	179	257	138	112	host	gene-AUO97_RS17480
gene-AUO97_RS18240	7	4	2	1	3	0	host	gene-AUO97_RS18240
gene-AUO97_RS02650	919	852	362	455	183	164	host	gene-AUO97_RS02650
gene-AUO97_RS04295	12902	10295	4400	5182	3145	2129	host	rpsM
gene-AUO97_RS06600	49	28	13	34	17	9	host	gene-AUO97_RS06600
gene-AUO97_RS12190	336	300	67	95	33	23	host	rubA
gene-AUO97_RS11990	17	13	2	4	1	4	host	gene-AUO97_RS11990
gene-AUO97_RS15950	100	48	27	15	14	8	host	gene-AUO97_RS15950
gene-AUO97_RS09725	681	472	134	164	102	58	host	thyA
gene-AUO97_RS00005	0	0	0	0	0	2	host	gene-AUO97_RS00005
gene-AUO97_RS11540	21284	16789	6774	7825	5092	3585	host	gene-AUO97_RS11540_gene_tuf
gene-AUO97_RS07955	217	159	23	59	11	19	host	gene-AUO97_RS07955
gene-AUO97_RS03110	166	122	31	34	18	13	host	gene-AUO97_RS03110
gene-AUO97_RS12375	97	66	36	39	13	11	host	ata
gene-AUO97_RS14360	901	514	226	179	126	82	host	gene-AUO97_RS14360
gene-AUO97_RS04690	245	215	75	87	39	35	host	gene-AUO97_RS04690
gene-AUO97_RS06080	71	52	13	21	8	7	host	gene-AUO97_RS06080
gene-AUO97_RS02780	28	16	11	10	0	1	host	gene-AUO97_RS02780
gene-AUO97_RS18920	58	48	23	26	15	13	host	gene-AUO97_RS18920
gene-AUO97_RS14720	20	14	3	4	1	0	host	gene-AUO97_RS14720
gene-AUO97_RS09930	524	342	119	116	73	54	host	pilW
gene-AUO97_RS00610	197	145	43	56	21	19	host	gene-AUO97_RS00610
gene-AUO97_RS17965	11	12	3	4	0	0	host	gene-AUO97_RS17965
gene-AUO97_RS15425	1260	932	606	729	338	264	host	gene-AUO97_RS15425
gene-AUO97_RS07475	2146	1542	695	794	495	324	host	ppc
gene-AUO97_RS00280	374	353	120	118	67	46	host	gene-AUO97_RS00280
gene-AUO97_RS17000	0	0	0	0	0	0	host	gene-AUO97_RS17000
gene-AUO97_RS08580	466	341	157	205	73	48	host	gene-AUO97_RS08580
gene-AUO97_RS01970	386	310	113	121	86	65	host	lolD
gene-AUO97_RS13745	0	0	0	0	0	0	host	gene-AUO97_RS13745
gene-AUO97_RS10325	50	31	10	8	6	4	host	gene-AUO97_RS10325
gene-AUO97_RS13280	92	45	22	19	9	12	host	gene-AUO97_RS13280
gene-AUO97_RS01320	199	152	29	49	21	16	host	gene-AUO97_RS01320
gene-AUO97_RS02130	152	108	42	56	21	18	host	gene-AUO97_RS02130
gene-AUO97_RS12805	0	0	0	0	0	0	host	gene-AUO97_RS12805
gene-AUO97_RS03690	0	0	0	0	0	0	host	gene-AUO97_RS03690
gene-AUO97_RS19875	42	44	28	30	2	8	host	gene-AUO97_RS19875
gene-AUO97_RS13355	224	140	38	45	22	24	host	gene-AUO97_RS13355
gene-AUO97_RS04610	0	0	0	0	0	0	host	gene-AUO97_RS04610
gene-AUO97_RS12575	0	0	0	0	0	0	host	gene-AUO97_RS12575
